Model Type,Explanation,Model Invariance,Explanation Equivariance
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,0.9999999403953552
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,0.9999999403953552,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,0.9999999403953552,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0000001192092896
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,0.9999999403953552,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0000001192092896,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,0.9999999403953552,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,0.9999999403953552,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,0.9999999403953552,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,0.9999999403953552
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,0.9999999403953552
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,DeepLift,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999927
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999992
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999977
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999991
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.999999999999998
All-CNN,Integrated Gradients,1.0,0.999999999999997
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999925
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999979
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0000001192092896,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0000001192092896,0.9999999999999989
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999992
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.999999999999998
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999982
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999979
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999906
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999972
All-CNN,Integrated Gradients,0.9999999403953552,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999982
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,0.9999999403953552,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999982
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999997
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.999999999999998
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999996
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999996
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.999999999999998
All-CNN,Integrated Gradients,1.0,0.9999999999999994
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.999999999999997
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999977
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999991
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,0.9999999999999999
All-CNN,Integrated Gradients,1.0,1.0
All-CNN,Integrated Gradients,1.0,0.9999999999999967
All-CNN,Integrated Gradients,0.9999999403953552,0.9999999999999999
