Model Type,Explanation,Model Invariance,Explanation Equivariance
Standard-CNN,Feature Ablation,0.20436997711658478,0.00903081800788641
Standard-CNN,Feature Ablation,0.5034094452857971,0.1255864053964615
Standard-CNN,Feature Ablation,-0.2172749936580658,0.03124629519879818
Standard-CNN,Feature Ablation,0.48218223452568054,0.0423942469060421
Standard-CNN,Feature Ablation,0.5634422302246094,0.12127685546875
Standard-CNN,Feature Ablation,0.3046644628047943,0.0961373895406723
Standard-CNN,Feature Ablation,0.35573214292526245,0.051790181547403336
Standard-CNN,Feature Ablation,-0.4756065905094147,0.34123116731643677
Standard-CNN,Feature Ablation,0.29599711298942566,0.07001124322414398
Standard-CNN,Feature Ablation,0.19865098595619202,0.02220391482114792
Standard-CNN,Feature Ablation,0.5510258674621582,0.18662796914577484
Standard-CNN,Feature Ablation,0.3576797544956207,0.2007865309715271
Standard-CNN,Feature Ablation,0.5462206602096558,-0.02151217684149742
Standard-CNN,Feature Ablation,0.42494794726371765,0.2149944007396698
Standard-CNN,Feature Ablation,0.16406036913394928,0.23810477554798126
Standard-CNN,Feature Ablation,0.4896564483642578,0.08884938061237335
Standard-CNN,Feature Ablation,0.3509647846221924,0.03925177454948425
Standard-CNN,Feature Ablation,0.12203967571258545,0.19333863258361816
Standard-CNN,Feature Ablation,0.3201046288013458,0.13338921964168549
Standard-CNN,Feature Ablation,0.2296134978532791,0.1588447242975235
Standard-CNN,Feature Ablation,0.37991613149642944,0.056812386959791183
Standard-CNN,Feature Ablation,0.3669067323207855,0.006762688048183918
Standard-CNN,Feature Ablation,0.30693742632865906,-0.03192907199263573
Standard-CNN,Feature Ablation,0.4093674123287201,0.0722699984908104
Standard-CNN,Feature Ablation,0.5217082500457764,-0.06613505631685257
Standard-CNN,Feature Ablation,0.45678114891052246,0.07401297986507416
Standard-CNN,Feature Ablation,0.25141361355781555,0.1365572065114975
Standard-CNN,Feature Ablation,0.45654189586639404,-0.05847208946943283
Standard-CNN,Feature Ablation,0.4402500092983246,-0.012219092808663845
Standard-CNN,Feature Ablation,0.39447644352912903,0.07090964913368225
Standard-CNN,Feature Ablation,0.4377296566963196,0.17965945601463318
Standard-CNN,Feature Ablation,-0.49109840393066406,0.3674607276916504
Standard-CNN,Feature Ablation,0.287423700094223,0.10451425611972809
Standard-CNN,Feature Ablation,0.33179986476898193,0.27138373255729675
Standard-CNN,Feature Ablation,0.24879251420497894,0.11374617367982864
Standard-CNN,Feature Ablation,0.3264739215373993,-0.02255883626639843
Standard-CNN,Feature Ablation,0.1619919240474701,0.14962846040725708
Standard-CNN,Feature Ablation,0.1643357127904892,0.15266862511634827
Standard-CNN,Feature Ablation,0.34101438522338867,0.1649785339832306
Standard-CNN,Feature Ablation,-0.26074209809303284,0.40356379747390747
Standard-CNN,Feature Ablation,0.2524053752422333,0.14956019818782806
Standard-CNN,Feature Ablation,0.0791066437959671,0.3031888008117676
Standard-CNN,Feature Ablation,0.25426122546195984,0.08108825236558914
Standard-CNN,Feature Ablation,0.22931158542633057,0.17467288672924042
Standard-CNN,Feature Ablation,0.3823589086532593,0.17268900573253632
Standard-CNN,Feature Ablation,0.40978550910949707,0.03527836129069328
Standard-CNN,Feature Ablation,0.3045996427536011,-0.11814071238040924
Standard-CNN,Feature Ablation,0.1839178204536438,0.052072923630476
Standard-CNN,Feature Ablation,0.16113735735416412,0.08077701926231384
Standard-CNN,Feature Ablation,0.5078933835029602,0.07539937645196915
Standard-CNN,Feature Ablation,0.12803000211715698,0.1194712370634079
Standard-CNN,Feature Ablation,-0.4497295618057251,0.14569734036922455
Standard-CNN,Feature Ablation,0.509829044342041,-0.0526285320520401
Standard-CNN,Feature Ablation,0.32676830887794495,0.10431644320487976
Standard-CNN,Feature Ablation,0.4736092984676361,0.320303350687027
Standard-CNN,Feature Ablation,0.38681116700172424,0.06371593475341797
Standard-CNN,Feature Ablation,0.25698795914649963,0.2202407717704773
Standard-CNN,Feature Ablation,0.11527852714061737,0.03575925529003143
Standard-CNN,Feature Ablation,0.37963980436325073,-0.13501931726932526
Standard-CNN,Feature Ablation,-0.38611361384391785,0.07219523936510086
Standard-CNN,Feature Ablation,0.3330131471157074,0.047047875821590424
Standard-CNN,Feature Ablation,0.4922031760215759,0.04478932544589043
Standard-CNN,Feature Ablation,0.7222363352775574,-0.013560757040977478
Standard-CNN,Feature Ablation,0.2582070231437683,0.12111447751522064
Standard-CNN,Feature Ablation,0.23503299057483673,0.18781104683876038
Standard-CNN,Feature Ablation,0.20891255140304565,0.06521409749984741
Standard-CNN,Feature Ablation,0.4213038682937622,0.06455997377634048
Standard-CNN,Feature Ablation,-0.4292423725128174,0.08147964626550674
Standard-CNN,Feature Ablation,0.08211251348257065,0.17447592318058014
Standard-CNN,Feature Ablation,0.4293156564235687,0.15397658944129944
Standard-CNN,Feature Ablation,0.37228694558143616,0.10845592617988586
Standard-CNN,Feature Ablation,-0.4100976288318634,0.24293561279773712
Standard-CNN,Feature Ablation,0.44666367769241333,0.0961618572473526
Standard-CNN,Feature Ablation,0.5797968506813049,-0.0677764043211937
Standard-CNN,Feature Ablation,0.42196348309516907,0.030657339841127396
Standard-CNN,Feature Ablation,0.18113292753696442,0.09348130971193314
Standard-CNN,Feature Ablation,0.30221083760261536,0.09502781182527542
Standard-CNN,Feature Ablation,0.36131107807159424,0.02576282247900963
Standard-CNN,Feature Ablation,0.532972514629364,-0.13002851605415344
Standard-CNN,Feature Ablation,-0.36373370885849,0.0714976042509079
Standard-CNN,Feature Ablation,0.22563590109348297,0.18833403289318085
Standard-CNN,Feature Ablation,0.25713875889778137,-0.049385543912649155
Standard-CNN,Feature Ablation,0.3401132822036743,0.023684659972786903
Standard-CNN,Feature Ablation,0.2648148834705353,-0.02599566988646984
Standard-CNN,Feature Ablation,0.6412689089775085,0.17651493847370148
Standard-CNN,Feature Ablation,0.3512643277645111,0.06195622682571411
Standard-CNN,Feature Ablation,0.2731797993183136,0.2593914270401001
Standard-CNN,Feature Ablation,0.220086932182312,0.06267433613538742
Standard-CNN,Feature Ablation,0.4607776999473572,0.08216902613639832
Standard-CNN,Feature Ablation,0.17053820192813873,0.1188943013548851
Standard-CNN,Feature Ablation,0.18602706491947174,0.20947659015655518
Standard-CNN,Feature Ablation,0.060468144714832306,0.09213784337043762
Standard-CNN,Feature Ablation,0.31871670484542847,0.12479135394096375
Standard-CNN,Feature Ablation,0.4915913939476013,0.007221683394163847
Standard-CNN,Feature Ablation,0.3164403438568115,-0.009665324352681637
Standard-CNN,Feature Ablation,0.45846399664878845,0.23691491782665253
Standard-CNN,Feature Ablation,0.2585320472717285,0.13156501948833466
Standard-CNN,Feature Ablation,0.25830936431884766,0.19688275456428528
Standard-CNN,Feature Ablation,0.10614748299121857,0.19039702415466309
Standard-CNN,Feature Ablation,0.521220862865448,0.09075693041086197
Standard-CNN,Feature Ablation,0.39006859064102173,0.09576299041509628
Standard-CNN,Feature Ablation,-0.5179173946380615,-0.014078848995268345
Standard-CNN,Feature Ablation,0.4850993752479553,0.09349130094051361
Standard-CNN,Feature Ablation,0.3876037895679474,-0.05337318032979965
Standard-CNN,Feature Ablation,0.39595741033554077,0.1401675045490265
Standard-CNN,Feature Ablation,0.21297389268875122,0.15447105467319489
Standard-CNN,Feature Ablation,0.1707838475704193,0.12033312767744064
Standard-CNN,Feature Ablation,0.18864506483078003,0.02537211775779724
Standard-CNN,Feature Ablation,0.45573878288269043,0.0036947813350707293
Standard-CNN,Feature Ablation,0.5652630925178528,0.02989923022687435
Standard-CNN,Feature Ablation,-0.6030359864234924,0.3368646502494812
Standard-CNN,Feature Ablation,0.24130094051361084,0.18484702706336975
Standard-CNN,Feature Ablation,0.4282929599285126,-0.02737291157245636
Standard-CNN,Feature Ablation,0.489172101020813,0.0786488801240921
Standard-CNN,Feature Ablation,0.27447637915611267,0.05078002065420151
Standard-CNN,Feature Ablation,0.41714122891426086,0.14834241569042206
Standard-CNN,Feature Ablation,0.5426056981086731,0.09124550968408585
Standard-CNN,Feature Ablation,0.4868955612182617,0.09487169235944748
Standard-CNN,Feature Ablation,0.3346976339817047,0.07877376675605774
Standard-CNN,Feature Ablation,0.27720651030540466,0.04368585720658302
Standard-CNN,Feature Ablation,0.37400761246681213,0.17005115747451782
Standard-CNN,Feature Ablation,0.35105258226394653,0.1566983312368393
Standard-CNN,Feature Ablation,0.23308907449245453,-0.050756122916936874
Standard-CNN,Feature Ablation,0.6788765788078308,0.11267057061195374
Standard-CNN,Feature Ablation,-0.14178365468978882,0.03985363617539406
Standard-CNN,Feature Ablation,-0.47943609952926636,0.37218499183654785
Standard-CNN,Feature Ablation,0.47701674699783325,0.12159930914640427
Standard-CNN,Feature Ablation,0.18153248727321625,0.10248005390167236
Standard-CNN,Feature Ablation,-0.4148869514465332,0.3336174488067627
Standard-CNN,Feature Ablation,0.37150946259498596,0.00041556739597581327
Standard-CNN,Feature Ablation,0.3424912393093109,0.0018398887477815151
Standard-CNN,Feature Ablation,0.27017390727996826,0.1449456512928009
Standard-CNN,Feature Ablation,0.12729623913764954,0.12112104147672653
Standard-CNN,Feature Ablation,0.3496483862400055,0.006316401530057192
Standard-CNN,Feature Ablation,0.5660279393196106,0.030928287655115128
Standard-CNN,Feature Ablation,0.4336884319782257,-0.023262951523065567
Standard-CNN,Feature Ablation,0.5936693549156189,-0.07332580536603928
Standard-CNN,Feature Ablation,0.5230895280838013,-0.009891881607472897
Standard-CNN,Feature Ablation,0.28766894340515137,-0.007966050878167152
Standard-CNN,Feature Ablation,0.25684699416160583,0.030425604432821274
Standard-CNN,Feature Ablation,0.278173565864563,0.03900240734219551
Standard-CNN,Feature Ablation,0.27643439173698425,0.011416961438953876
Standard-CNN,Feature Ablation,0.564185380935669,-0.20495089888572693
Standard-CNN,Feature Ablation,0.5297421813011169,0.18106842041015625
Standard-CNN,Feature Ablation,0.43628913164138794,0.11943008005619049
Standard-CNN,Feature Ablation,0.2440025955438614,0.057104188948869705
Standard-CNN,Feature Ablation,0.14021219313144684,0.14099694788455963
Standard-CNN,Feature Ablation,0.20862191915512085,0.13454380631446838
Standard-CNN,Feature Ablation,0.44224750995635986,0.200643390417099
Standard-CNN,Feature Ablation,-0.3300318121910095,0.11761301010847092
Standard-CNN,Feature Ablation,0.42666712403297424,0.06597945094108582
Standard-CNN,Feature Ablation,0.16009849309921265,0.14009718596935272
Standard-CNN,Feature Ablation,0.2278616577386856,0.10045422613620758
Standard-CNN,Feature Ablation,0.45211824774742126,0.08327262848615646
Standard-CNN,Feature Ablation,0.537009596824646,0.09797924757003784
Standard-CNN,Feature Ablation,-0.37811511754989624,0.08029070496559143
Standard-CNN,Feature Ablation,0.3324461281299591,0.15366911888122559
Standard-CNN,Feature Ablation,0.4601118266582489,0.017671238631010056
Standard-CNN,Feature Ablation,0.31484824419021606,0.028497930616140366
Standard-CNN,Feature Ablation,-0.5609084963798523,0.35584062337875366
Standard-CNN,Feature Ablation,0.3273872435092926,0.20632275938987732
Standard-CNN,Feature Ablation,0.2528918385505676,0.04233412817120552
Standard-CNN,Feature Ablation,0.2682884931564331,-0.026334278285503387
Standard-CNN,Feature Ablation,0.29103827476501465,-0.1999223530292511
Standard-CNN,Feature Ablation,0.4810824394226074,0.3300798535346985
Standard-CNN,Feature Ablation,0.5138728022575378,0.07064905017614365
Standard-CNN,Feature Ablation,0.3727792203426361,0.11830667406320572
Standard-CNN,Feature Ablation,0.6610747575759888,0.12352730333805084
Standard-CNN,Feature Ablation,-0.4489831030368805,0.21114188432693481
Standard-CNN,Feature Ablation,0.2948468327522278,-0.1999305635690689
Standard-CNN,Feature Ablation,0.43428248167037964,0.10077861696481705
Standard-CNN,Feature Ablation,0.48588860034942627,0.047123022377491
Standard-CNN,Feature Ablation,0.48331066966056824,0.14687331020832062
Standard-CNN,Feature Ablation,-0.3196205496788025,0.25092506408691406
Standard-CNN,Feature Ablation,0.5334892272949219,0.10226846486330032
Standard-CNN,Feature Ablation,0.46855032444000244,0.15690527856349945
Standard-CNN,Feature Ablation,-0.45729002356529236,0.3050791323184967
Standard-CNN,Feature Ablation,0.13241590559482574,0.20651987195014954
Standard-CNN,Feature Ablation,0.23428858816623688,0.13573147356510162
Standard-CNN,Feature Ablation,0.42278367280960083,0.22891190648078918
Standard-CNN,Feature Ablation,0.20121097564697266,0.08601365238428116
Standard-CNN,Feature Ablation,0.13202565908432007,-0.04887896403670311
Standard-CNN,Feature Ablation,0.18155591189861298,0.05959705263376236
Standard-CNN,Feature Ablation,0.29409825801849365,0.0052056265994906425
Standard-CNN,Feature Ablation,0.6053875684738159,0.11745937168598175
Standard-CNN,Feature Ablation,0.2702425718307495,0.051273413002491
Standard-CNN,Feature Ablation,0.21039845049381256,0.1584470421075821
Standard-CNN,Feature Ablation,0.6203033328056335,0.2651520073413849
Standard-CNN,Feature Ablation,-0.058174438774585724,0.3431193232536316
Standard-CNN,Feature Ablation,-0.5207360982894897,0.1643543392419815
Standard-CNN,Feature Ablation,0.5438878536224365,0.01814429461956024
Standard-CNN,Feature Ablation,0.4908309876918793,0.13601385056972504
Standard-CNN,Feature Ablation,0.18831387162208557,0.08381441980600357
Standard-CNN,Feature Ablation,0.41436144709587097,0.20772722363471985
Standard-CNN,Feature Ablation,0.3761719763278961,0.009022282436490059
Standard-CNN,Feature Ablation,0.25302767753601074,-0.102503202855587
Standard-CNN,Feature Ablation,0.12388593703508377,0.08444381505250931
Standard-CNN,Feature Ablation,0.45739513635635376,-0.045748885720968246
Standard-CNN,Feature Ablation,0.23112322390079498,0.07836835831403732
Standard-CNN,Feature Ablation,0.24612842500209808,0.17315998673439026
Standard-CNN,Feature Ablation,0.27608194947242737,-0.0050630467012524605
Standard-CNN,Feature Ablation,0.6193990707397461,-0.09527483582496643
Standard-CNN,Feature Ablation,0.35974743962287903,0.024778112769126892
Standard-CNN,Feature Ablation,0.18646974861621857,0.18316926062107086
Standard-CNN,Feature Ablation,0.3579857051372528,0.034165605902671814
Standard-CNN,Feature Ablation,0.4504941701889038,0.14935575425624847
Standard-CNN,Feature Ablation,0.30547672510147095,0.07792557775974274
Standard-CNN,Feature Ablation,0.3573414087295532,0.1752767264842987
Standard-CNN,Feature Ablation,0.47672733664512634,0.013851224444806576
Standard-CNN,Feature Ablation,0.19075638055801392,0.055911049246788025
Standard-CNN,Feature Ablation,0.13850411772727966,0.0842171311378479
Standard-CNN,Feature Ablation,0.02032182738184929,0.15756316483020782
Standard-CNN,Feature Ablation,0.18871480226516724,0.2744581401348114
Standard-CNN,Feature Ablation,0.47218620777130127,0.00771802244707942
Standard-CNN,Feature Ablation,0.5526823401451111,0.09522876888513565
Standard-CNN,Feature Ablation,0.22234299778938293,0.07758529484272003
Standard-CNN,Feature Ablation,0.5015298128128052,0.14934204518795013
Standard-CNN,Feature Ablation,-0.5055528283119202,0.36382097005844116
Standard-CNN,Feature Ablation,0.29799559712409973,-0.0811147466301918
Standard-CNN,Feature Ablation,0.35213690996170044,0.15540224313735962
Standard-CNN,Feature Ablation,0.18368321657180786,0.06982197612524033
Standard-CNN,Feature Ablation,-0.21813131868839264,0.26428523659706116
Standard-CNN,Feature Ablation,0.5301591753959656,0.030509348958730698
Standard-CNN,Feature Ablation,0.2980724573135376,0.15782487392425537
Standard-CNN,Feature Ablation,0.4626227915287018,-0.001905112061649561
Standard-CNN,Feature Ablation,0.17447102069854736,0.03674956411123276
Standard-CNN,Feature Ablation,0.5390939712524414,0.05419633910059929
Standard-CNN,Feature Ablation,-0.44833239912986755,0.14794385433197021
Standard-CNN,Feature Ablation,0.3417253792285919,0.10173730552196503
Standard-CNN,Feature Ablation,0.36316239833831787,0.0515206940472126
Standard-CNN,Feature Ablation,0.28065112233161926,0.11775423586368561
Standard-CNN,Feature Ablation,0.16261506080627441,0.1787368655204773
Standard-CNN,Feature Ablation,0.5568963289260864,0.11580276489257812
Standard-CNN,Feature Ablation,0.24004429578781128,0.1353171169757843
Standard-CNN,Feature Ablation,0.24328970909118652,0.12081083655357361
Standard-CNN,Feature Ablation,0.5047983527183533,0.23951800167560577
Standard-CNN,Feature Ablation,0.2621772587299347,0.15785281360149384
Standard-CNN,Feature Ablation,-0.11347616463899612,0.10959810018539429
Standard-CNN,Feature Ablation,0.6709732413291931,0.011408433318138123
Standard-CNN,Feature Ablation,0.4223507046699524,0.0770161896944046
Standard-CNN,Feature Ablation,0.3865867257118225,0.14243599772453308
Standard-CNN,Feature Ablation,-0.20197318494319916,0.31504082679748535
Standard-CNN,Feature Ablation,0.49829331040382385,0.10295522958040237
Standard-CNN,Feature Ablation,0.4715428948402405,0.10079699009656906
Standard-CNN,Feature Ablation,0.12020476907491684,0.06856655329465866
Standard-CNN,Feature Ablation,0.16534936428070068,0.0885428786277771
Standard-CNN,Feature Ablation,0.13287606835365295,0.06516066193580627
Standard-CNN,Feature Ablation,0.5429142713546753,-0.19995343685150146
Standard-CNN,Feature Ablation,0.42397671937942505,0.08649624139070511
Standard-CNN,Feature Ablation,0.4059808552265167,0.11168678849935532
Standard-CNN,Feature Ablation,0.2602294385433197,0.02900582365691662
Standard-CNN,Feature Ablation,-0.46179306507110596,0.19542019069194794
Standard-CNN,Feature Ablation,0.44643667340278625,0.19232948124408722
Standard-CNN,Feature Ablation,0.18696847558021545,0.08479297906160355
Standard-CNN,Feature Ablation,-0.48912426829338074,0.38348501920700073
Standard-CNN,Feature Ablation,0.4009891152381897,0.14570654928684235
Standard-CNN,Feature Ablation,0.22214528918266296,0.152958944439888
Standard-CNN,Feature Ablation,0.49014484882354736,-0.12853053212165833
Standard-CNN,Feature Ablation,0.5339072942733765,0.02568407543003559
Standard-CNN,Feature Ablation,0.4660409092903137,0.08916601538658142
Standard-CNN,Feature Ablation,0.3575502634048462,0.21465085446834564
Standard-CNN,Feature Ablation,0.5456779599189758,0.13670162856578827
Standard-CNN,Feature Ablation,0.10153482109308243,0.035621728748083115
Standard-CNN,Feature Ablation,-0.17955321073532104,0.30528733134269714
Standard-CNN,Feature Ablation,0.5129738450050354,0.048858392983675
Standard-CNN,Feature Ablation,0.41795384883880615,0.19007939100265503
Standard-CNN,Feature Ablation,0.2767500579357147,0.08161984384059906
Standard-CNN,Feature Ablation,0.3805542290210724,0.020516930148005486
Standard-CNN,Feature Ablation,0.5161344408988953,0.06564024835824966
Standard-CNN,Feature Ablation,0.027847781777381897,0.4804612696170807
Standard-CNN,Feature Ablation,0.18736904859542847,0.02664997987449169
Standard-CNN,Feature Ablation,0.18888601660728455,0.1843269318342209
Standard-CNN,Feature Ablation,0.41422462463378906,0.005826670676469803
Standard-CNN,Feature Ablation,0.23254603147506714,0.07332732528448105
Standard-CNN,Feature Ablation,0.22943036258220673,0.16521383821964264
Standard-CNN,Feature Ablation,0.43873417377471924,0.12259794771671295
Standard-CNN,Feature Ablation,0.4210782051086426,0.07498499751091003
Standard-CNN,Feature Ablation,-0.31063902378082275,0.07937454432249069
Standard-CNN,Feature Ablation,0.6585627198219299,0.04986940324306488
Standard-CNN,Feature Ablation,-0.24543175101280212,0.27838072180747986
Standard-CNN,Feature Ablation,-0.5985149145126343,0.3829815685749054
Standard-CNN,Feature Ablation,0.17320433259010315,0.14195536077022552
Standard-CNN,Feature Ablation,0.1981629729270935,0.12616488337516785
Standard-CNN,Feature Ablation,0.2655543386936188,0.11831916123628616
Standard-CNN,Feature Ablation,0.45589250326156616,0.014854753389954567
Standard-CNN,Feature Ablation,0.5146995782852173,0.01605796068906784
Standard-CNN,Feature Ablation,0.10161545872688293,0.09848906844854355
Standard-CNN,Feature Ablation,0.16851206123828888,-0.009128839708864689
Standard-CNN,Feature Ablation,-0.42528513073921204,0.2262958139181137
Standard-CNN,Feature Ablation,0.27337294816970825,0.019789112731814384
Standard-CNN,Feature Ablation,0.2548181116580963,0.22296303510665894
Standard-CNN,Feature Ablation,0.4274747669696808,0.018745526671409607
Standard-CNN,Feature Ablation,0.25704681873321533,0.0444316565990448
Standard-CNN,Feature Ablation,0.4426913857460022,0.04084501788020134
Standard-CNN,Feature Ablation,0.2686166763305664,-0.01239838358014822
Standard-CNN,Feature Ablation,0.2551972568035126,0.12900039553642273
Standard-CNN,Feature Ablation,0.463630348443985,-0.007484812289476395
Standard-CNN,Feature Ablation,0.26015856862068176,0.0360654816031456
Standard-CNN,Feature Ablation,0.5505582094192505,-0.16052111983299255
Standard-CNN,Feature Ablation,0.1440407931804657,0.158955380320549
Standard-CNN,Feature Ablation,0.1022779569029808,0.05180304870009422
Standard-CNN,Feature Ablation,-0.3760305345058441,0.20428717136383057
Standard-CNN,Feature Ablation,0.5493003129959106,-0.11204434186220169
Standard-CNN,Feature Ablation,-0.0015065293991938233,0.289540559053421
Standard-CNN,Feature Ablation,0.2550234794616699,0.021838514134287834
Standard-CNN,Feature Ablation,0.556514322757721,0.000873821321874857
Standard-CNN,Feature Ablation,0.3330566883087158,0.12346486002206802
Standard-CNN,Feature Ablation,-0.00040147584513761103,0.31725913286209106
Standard-CNN,Feature Ablation,0.27843692898750305,0.20098254084587097
Standard-CNN,Feature Ablation,0.32910019159317017,-0.06682690978050232
Standard-CNN,Feature Ablation,0.45127350091934204,0.17487916350364685
Standard-CNN,Feature Ablation,0.2196095883846283,-0.030401727184653282
Standard-CNN,Feature Ablation,0.3585624098777771,0.006487651728093624
Standard-CNN,Feature Ablation,-0.15172435343265533,0.3542444705963135
Standard-CNN,Feature Ablation,0.4197596609592438,0.07556681334972382
Standard-CNN,Feature Ablation,0.2834230363368988,0.1340356171131134
Standard-CNN,Feature Ablation,0.3229115605354309,0.10725182294845581
Standard-CNN,Feature Ablation,0.31469449400901794,0.24193966388702393
Standard-CNN,Feature Ablation,0.25976094603538513,0.1535850316286087
Standard-CNN,Feature Ablation,0.2941819131374359,0.02057294361293316
Standard-CNN,Feature Ablation,0.16957007348537445,0.08358275890350342
Standard-CNN,Feature Ablation,-0.481647253036499,0.04773452505469322
Standard-CNN,Feature Ablation,0.256955087184906,0.17390437424182892
Standard-CNN,Feature Ablation,0.21152374148368835,0.1421235352754593
Standard-CNN,Feature Ablation,-0.44683074951171875,0.2666924297809601
Standard-CNN,Feature Ablation,-0.5229337811470032,0.22841908037662506
Standard-CNN,Feature Ablation,0.5685150027275085,0.008322970010340214
Standard-CNN,Feature Ablation,0.264656126499176,-0.0008172695524990559
Standard-CNN,Feature Ablation,0.42918461561203003,0.07627353072166443
Standard-CNN,Feature Ablation,0.2508477568626404,0.10874767601490021
Standard-CNN,Feature Ablation,-0.31320685148239136,0.370514839887619
Standard-CNN,Feature Ablation,0.36912667751312256,0.17349614202976227
Standard-CNN,Feature Ablation,0.44983333349227905,0.06263302266597748
Standard-CNN,Feature Ablation,0.4508877396583557,0.1859048455953598
Standard-CNN,Feature Ablation,0.29173365235328674,0.1476951390504837
Standard-CNN,Feature Ablation,0.10932610929012299,0.46129897236824036
Standard-CNN,Feature Ablation,0.4731447696685791,0.16056618094444275
Standard-CNN,Feature Ablation,0.37143710255622864,0.1047879010438919
Standard-CNN,Feature Ablation,0.3618083596229553,0.11638915538787842
Standard-CNN,Feature Ablation,0.2449909895658493,0.12029664218425751
Standard-CNN,Feature Ablation,0.41488149762153625,0.15678881108760834
Standard-CNN,Feature Ablation,0.3401806354522705,0.032723233103752136
Standard-CNN,Feature Ablation,0.4965478479862213,0.0357138030230999
Standard-CNN,Feature Ablation,-0.4157794415950775,0.36158859729766846
Standard-CNN,Feature Ablation,0.33526289463043213,0.09535248577594757
Standard-CNN,Feature Ablation,0.5268458724021912,0.013638181611895561
Standard-CNN,Feature Ablation,0.22535394132137299,0.040449850261211395
Standard-CNN,Feature Ablation,0.15536271035671234,0.01957622356712818
Standard-CNN,Feature Ablation,0.2567499577999115,0.018322288990020752
Standard-CNN,Feature Ablation,0.24788545072078705,0.012987658381462097
Standard-CNN,Feature Ablation,0.41919389367103577,-0.12272245436906815
Standard-CNN,Feature Ablation,0.4213741421699524,0.047649089246988297
Standard-CNN,Feature Ablation,0.3425286114215851,0.14328625798225403
Standard-CNN,Feature Ablation,0.24961376190185547,0.0979829803109169
Standard-CNN,Feature Ablation,0.07724905014038086,0.1113705262541771
Standard-CNN,Feature Ablation,0.5169051885604858,0.25254830718040466
Standard-CNN,Feature Ablation,0.3294370472431183,-0.010508340783417225
Standard-CNN,Feature Ablation,0.30272597074508667,0.1841014325618744
Standard-CNN,Feature Ablation,0.530271589756012,0.010573049075901508
Standard-CNN,Feature Ablation,0.4630694091320038,0.09548096358776093
Standard-CNN,Feature Ablation,0.1157379150390625,0.1425568014383316
Standard-CNN,Feature Ablation,-0.4466044008731842,0.3658418357372284
Standard-CNN,Feature Ablation,-0.27816927433013916,-0.0002580709115136415
Standard-CNN,Feature Ablation,0.5122955441474915,0.08340918272733688
Standard-CNN,Feature Ablation,-0.43401700258255005,0.34353750944137573
Standard-CNN,Feature Ablation,0.2935565412044525,0.2691238820552826
Standard-CNN,Feature Ablation,0.4459303319454193,0.22405824065208435
Standard-CNN,Feature Ablation,-0.43026819825172424,-0.0009155311854556203
Standard-CNN,Feature Ablation,0.16781024634838104,0.12027500569820404
Standard-CNN,Feature Ablation,0.43171006441116333,0.15759608149528503
Standard-CNN,Feature Ablation,0.5272322297096252,0.10654068738222122
Standard-CNN,Feature Ablation,0.3733971416950226,0.24943968653678894
Standard-CNN,Feature Ablation,0.5931945443153381,0.13596102595329285
Standard-CNN,Feature Ablation,0.5291135311126709,0.01799359731376171
Standard-CNN,Feature Ablation,0.17236489057540894,0.1883743852376938
Standard-CNN,Feature Ablation,0.30885085463523865,0.08757013082504272
Standard-CNN,Feature Ablation,0.2612229287624359,0.06819670647382736
Standard-CNN,Feature Ablation,0.43580639362335205,0.1845390945672989
Standard-CNN,Feature Ablation,0.6404774188995361,0.12921898066997528
Standard-CNN,Feature Ablation,0.2243296205997467,0.12912826240062714
Standard-CNN,Feature Ablation,0.3225841522216797,0.10822631418704987
Standard-CNN,Feature Ablation,0.385403037071228,0.1346191018819809
Standard-CNN,Feature Ablation,0.5451745986938477,-0.1716211438179016
Standard-CNN,Feature Ablation,-0.20465922355651855,0.11836081743240356
Standard-CNN,Feature Ablation,0.24730664491653442,0.08358587324619293
Standard-CNN,Feature Ablation,0.475959450006485,0.06703589111566544
Standard-CNN,Feature Ablation,0.6135472059249878,0.27743762731552124
Standard-CNN,Feature Ablation,0.28574249148368835,0.026963047683238983
Standard-CNN,Feature Ablation,0.3852839767932892,0.11831112205982208
Standard-CNN,Feature Ablation,0.2320200800895691,0.10774502158164978
Standard-CNN,Feature Ablation,0.3966776430606842,0.35018888115882874
Standard-CNN,Feature Ablation,0.5364797711372375,0.038852497935295105
Standard-CNN,Feature Ablation,0.19635799527168274,0.1093851700425148
Standard-CNN,Feature Ablation,0.4273724853992462,0.07756298780441284
Standard-CNN,Feature Ablation,0.304391086101532,-0.00971459411084652
Standard-CNN,Feature Ablation,0.47936302423477173,0.0717620700597763
Standard-CNN,Feature Ablation,0.45412054657936096,0.13435305655002594
Standard-CNN,Feature Ablation,0.22318202257156372,0.10580664873123169
Standard-CNN,Feature Ablation,0.3022512197494507,0.0581631064414978
Standard-CNN,Feature Ablation,0.536440908908844,-0.106868214905262
Standard-CNN,Feature Ablation,0.46784186363220215,0.13421253859996796
Standard-CNN,Feature Ablation,0.32649660110473633,0.03283962607383728
Standard-CNN,Feature Ablation,0.02238333225250244,0.09023234248161316
Standard-CNN,Feature Ablation,0.05410834029316902,0.2394549697637558
Standard-CNN,Feature Ablation,-0.5041452646255493,0.22235246002674103
Standard-CNN,Feature Ablation,0.3739410638809204,0.20477677881717682
Standard-CNN,Feature Ablation,0.3485095202922821,0.2256363183259964
Standard-CNN,Feature Ablation,0.2570122182369232,0.1495661586523056
